distance_km,estimated_duration_min,avg_speed_kmh,road_type_score,traffic_level,weather_risk,rainfall_mm,time_of_day,day_of_week,urban_density,accident_risk_score,construction_risk_score,elevation_variation,temperature_c,humidity,wind_speed_kmh,season,region_type,vehicle_load_factor,road_condition_label
34.55,44.04,47.07,0.54,0.47,0.49,2.2,night,tuesday,0.4,0.44,0.32,7.59,24.11,0.58,16.11,autumn,suburban,0.47,Good
182.43,187.17,58.48,0.77,0.42,0.37,4.27,midday,monday,0.4,0.37,0.42,19.4,22.16,0.68,14.82,summer,regional,0.43,Good
131.94,108.56,72.92,0.97,0.45,0.4,4.04,midday,tuesday,0.24,0.39,0.22,8.98,12.22,0.64,23.03,autumn,regional,0.33,Good
53.54,60.94,52.71,0.54,0.77,0.26,4.53,afternoon_peak,friday,0.58,0.48,0.36,6.79,18.81,0.57,6.76,summer,suburban,0.54,Moderate
6.81,18.57,22.0,0.37,0.74,0.29,2.63,evening,thursday,0.91,0.47,0.48,7.16,18.03,0.58,12.76,summer,urban,0.49,Moderate
14.97,29.15,30.82,0.58,0.65,0.71,9.15,early_morning,thursday,0.73,0.5,0.37,6.43,12.02,0.78,18.07,winter,urban,0.47,Moderate
17.68,29.46,36.0,0.62,0.68,0.39,1.46,morning_peak,wednesday,0.43,0.51,0.25,5.17,6.87,0.57,19.5,autumn,suburban,0.48,Good
146.24,123.66,70.95,0.84,0.36,0.53,4.1,night,thursday,0.15,0.35,0.09,18.02,6.61,0.54,19.72,autumn,regional,0.32,Good
25.14,33.96,44.42,0.65,0.48,0.63,8.1,night,tuesday,0.6,0.5,0.32,10.74,3.71,0.67,21.94,winter,suburban,0.32,Moderate
24.11,40.35,35.86,0.67,0.55,0.23,0.58,evening,sunday,0.6,0.42,0.45,7.79,19.07,0.49,24.58,summer,suburban,0.37,Good
136.05,100.04,81.59,0.66,0.53,0.16,1.65,morning_peak,saturday,0.23,0.38,0.32,20.37,19.7,0.44,12.94,summer,regional,0.33,Excellent
63.66,97.46,39.19,0.7,0.55,0.32,5.32,evening,thursday,0.55,0.51,0.17,12.16,12.59,0.66,18.25,spring,suburban,0.22,Moderate
301.71,227.87,79.44,0.92,0.24,0.3,3.71,midday,tuesday,0.2,0.21,0.18,29.73,5.77,0.56,15.29,spring,regional,0.45,Excellent
293.45,231.38,76.1,0.91,0.3,0.12,1.15,midday,monday,0.24,0.3,0.39,29.08,17.51,0.48,17.14,summer,regional,0.28,Excellent
8.57,19.65,26.18,0.33,0.82,0.29,1.43,morning_peak,sunday,1.0,0.51,0.35,5.77,10.41,0.58,26.15,spring,urban,0.58,Poor
15.99,23.02,41.68,0.54,0.64,0.22,1.36,night,tuesday,0.6,0.5,0.38,8.56,18.56,0.5,20.92,summer,suburban,0.46,Moderate
18.62,51.78,21.58,0.51,0.85,0.66,7.9,afternoon_peak,thursday,0.84,0.57,0.31,1.0,11.64,0.71,27.04,autumn,urban,0.59,Poor
54.67,61.56,53.28,0.52,0.64,0.5,2.66,morning_peak,tuesday,0.46,0.53,0.25,1.0,15.36,0.64,26.69,autumn,suburban,0.37,Good
31.08,81.94,22.76,0.3,0.52,0.52,5.89,midday,saturday,0.78,0.48,0.37,7.81,8.09,0.61,12.24,autumn,urban,0.33,Poor
8.55,22.53,22.78,0.54,0.97,0.63,4.9,morning_peak,monday,0.96,0.58,0.41,10.16,1.09,0.72,24.34,winter,urban,0.5,Poor
184.35,117.33,94.27,0.89,0.31,0.32,3.64,midday,sunday,0.32,0.36,0.39,24.42,15.66,0.58,19.92,summer,regional,0.5,Good
8.11,19.13,25.42,0.46,0.63,0.6,3.81,early_morning,thursday,0.78,0.58,0.28,1.11,11.54,0.71,23.3,autumn,urban,0.36,Poor
34.13,40.29,50.82,0.58,0.52,0.18,1.87,midday,wednesday,0.58,0.41,0.28,1.39,8.23,0.61,12.76,spring,suburban,0.48,Good
84.86,115.82,43.96,0.55,0.74,0.53,3.5,morning_peak,wednesday,0.63,0.48,0.23,18.62,8.04,0.66,31.2,autumn,suburban,0.55,Moderate
5.23,16.15,19.41,0.5,0.67,0.68,3.22,evening,thursday,0.91,0.53,0.29,1.0,-5.07,0.78,22.34,winter,urban,0.48,Poor
31.67,75.25,25.25,0.51,0.95,0.25,2.56,morning_peak,thursday,0.99,0.51,0.31,1.46,3.65,0.54,28.66,spring,urban,0.56,Poor
60.16,56.03,64.43,0.95,0.6,0.56,3.21,morning_peak,wednesday,0.34,0.61,0.28,8.18,-1.87,0.69,26.99,winter,regional,0.37,Moderate
29.7,30.36,58.7,0.59,0.52,0.06,0.82,night,monday,0.62,0.49,0.46,1.0,20.64,0.47,9.34,summer,suburban,0.31,Good
71.77,80.64,53.4,0.66,0.59,0.53,6.0,early_morning,monday,0.67,0.46,0.28,16.67,10.74,0.62,25.9,autumn,suburban,0.41,Moderate
12.32,31.73,23.3,0.39,0.71,0.52,5.92,evening,tuesday,0.82,0.5,0.34,1.0,8.88,0.58,27.22,autumn,urban,0.41,Poor
12.47,12.52,59.76,0.7,0.42,0.23,2.11,midday,wednesday,0.42,0.48,0.28,6.52,8.9,0.6,13.4,spring,suburban,0.4,Good
14.01,36.03,23.32,0.39,0.9,0.3,3.85,midday,thursday,0.98,0.42,0.28,8.99,13.86,0.57,5.42,spring,urban,0.52,Poor
234.94,157.21,89.66,0.87,0.39,0.35,3.12,early_morning,friday,0.29,0.38,0.21,12.74,10.36,0.71,11.1,spring,regional,0.42,Good
235.61,196.04,72.11,0.63,0.59,0.3,1.74,morning_peak,friday,0.37,0.52,0.35,26.24,20.48,0.6,16.36,summer,regional,0.56,Good
8.98,24.52,21.97,0.51,0.65,0.62,3.4,midday,sunday,0.85,0.51,0.26,1.0,7.85,0.67,18.7,autumn,urban,0.42,Moderate
27.79,71.7,23.25,0.55,0.59,0.19,1.58,early_morning,tuesday,0.76,0.43,0.37,12.34,19.49,0.51,18.39,summer,urban,0.41,Moderate
75.9,120.58,37.77,0.55,0.57,0.76,6.4,evening,wednesday,0.69,0.35,0.3,15.14,-2.64,0.88,27.42,winter,suburban,0.43,Moderate
50.33,59.71,50.57,0.47,0.4,0.3,4.11,midday,sunday,0.56,0.37,0.26,11.13,11.93,0.59,20.56,spring,suburban,0.25,Good
8.06,14.73,32.85,0.28,0.61,0.2,1.03,night,sunday,0.91,0.37,0.45,5.88,19.14,0.54,13.44,summer,urban,0.43,Moderate
40.47,53.31,45.55,0.51,0.48,0.48,5.2,midday,sunday,0.59,0.44,0.29,11.38,6.86,0.57,31.71,winter,suburban,0.36,Good
12.6,15.73,48.06,0.74,0.62,0.44,5.59,evening,tuesday,0.4,0.4,0.15,6.35,8.51,0.64,23.97,autumn,suburban,0.3,Moderate
95.75,86.52,66.4,0.92,0.45,0.66,4.49,early_morning,wednesday,0.3,0.48,0.18,13.35,7.0,0.74,14.76,winter,regional,0.24,Moderate
176.28,183.67,57.59,0.78,0.64,0.34,0.35,afternoon_peak,tuesday,0.33,0.41,0.21,21.66,6.82,0.51,12.21,spring,regional,0.48,Good
19.75,36.56,32.42,0.52,0.63,0.48,1.86,early_morning,thursday,0.8,0.54,0.25,1.0,10.2,0.74,21.74,autumn,urban,0.47,Moderate
25.47,93.07,16.42,0.3,0.8,0.54,7.39,morning_peak,wednesday,0.68,0.5,0.23,6.23,7.53,0.7,14.43,autumn,urban,0.41,Poor
114.1,92.09,74.34,0.72,0.44,0.06,0.02,evening,thursday,0.21,0.29,0.3,14.09,18.45,0.48,7.19,summer,regional,0.43,Excellent
22.0,41.34,31.94,0.49,0.64,0.24,4.05,midday,monday,0.71,0.46,0.25,5.28,2.31,0.48,18.64,spring,urban,0.39,Moderate
6.51,15.04,25.99,0.47,0.68,0.21,1.0,evening,thursday,0.74,0.48,0.46,2.98,9.73,0.53,12.71,summer,urban,0.47,Moderate
31.91,50.27,38.09,0.57,0.51,0.69,4.97,midday,friday,0.54,0.42,0.14,8.17,-2.23,0.75,23.54,winter,suburban,0.44,Good
17.37,45.83,22.74,0.31,0.53,0.68,7.92,midday,wednesday,0.76,0.47,0.2,17.78,-2.88,0.72,21.43,winter,urban,0.34,Poor
13.29,38.83,20.54,0.44,0.67,0.81,7.17,midday,tuesday,0.86,0.6,0.26,2.63,4.87,0.8,21.08,winter,urban,0.54,Poor
30.84,55.77,33.17,0.27,0.62,0.37,4.15,evening,thursday,0.79,0.4,0.29,7.84,7.31,0.6,16.33,spring,urban,0.37,Moderate
63.81,47.04,81.39,0.98,0.17,0.7,2.86,evening,saturday,0.2,0.41,0.29,1.0,1.28,0.83,26.27,winter,regional,0.26,Excellent
23.39,56.67,24.76,0.27,0.74,0.23,1.16,afternoon_peak,saturday,0.72,0.51,0.48,3.45,16.92,0.44,10.41,summer,urban,0.57,Poor
263.48,193.7,81.61,0.81,0.49,0.47,2.48,early_morning,thursday,0.33,0.46,0.2,28.12,6.48,0.69,21.88,winter,regional,0.49,Good
8.01,23.66,20.3,0.29,0.7,0.57,5.19,midday,wednesday,0.85,0.48,0.35,1.0,-1.04,0.63,24.85,winter,urban,0.46,Poor
187.5,141.75,79.37,0.97,0.51,0.52,4.79,morning_peak,tuesday,0.17,0.41,0.29,28.95,14.39,0.59,14.83,autumn,regional,0.47,Good
9.13,19.08,28.72,0.35,0.98,0.17,1.55,morning_peak,monday,0.94,0.58,0.3,5.15,21.52,0.51,15.65,spring,urban,0.6,Poor
74.68,81.99,54.65,0.74,0.45,0.25,0.83,early_morning,saturday,0.41,0.47,0.44,10.83,13.58,0.46,20.02,summer,suburban,0.44,Good
21.34,72.88,17.57,0.46,0.66,0.24,0.6,night,thursday,0.81,0.37,0.52,5.49,22.19,0.54,14.78,summer,urban,0.42,Moderate
20.39,48.59,25.17,0.26,0.57,0.5,2.35,evening,sunday,0.69,0.42,0.22,4.28,7.15,0.65,16.51,autumn,urban,0.42,Moderate
8.67,25.7,20.23,0.37,0.74,0.51,4.54,midday,friday,0.96,0.5,0.39,4.75,11.69,0.66,24.34,autumn,urban,0.54,Poor
259.99,210.48,74.11,0.75,0.36,0.38,2.05,evening,saturday,0.25,0.42,0.42,23.79,10.97,0.7,29.06,spring,regional,0.36,Good
35.65,53.99,39.62,0.57,0.77,0.13,0.72,morning_peak,tuesday,0.71,0.46,0.48,11.5,25.23,0.46,9.03,summer,suburban,0.43,Moderate
144.46,145.55,59.55,0.86,0.62,0.67,6.9,morning_peak,wednesday,0.4,0.56,0.17,17.52,2.17,0.67,21.65,winter,regional,0.41,Moderate
17.65,37.96,27.9,0.34,0.94,0.52,7.36,afternoon_peak,thursday,0.9,0.46,0.37,1.0,10.25,0.63,23.22,autumn,urban,0.5,Poor
163.38,172.39,56.86,0.85,0.58,0.48,0.84,morning_peak,friday,0.38,0.48,0.27,13.51,9.45,0.61,17.06,autumn,regional,0.63,Good
82.63,117.19,42.31,0.48,0.7,0.27,3.25,afternoon_peak,thursday,0.54,0.55,0.26,14.63,4.3,0.63,24.0,spring,suburban,0.41,Moderate
60.02,49.05,73.42,0.7,0.4,0.34,0.35,midday,tuesday,0.21,0.26,0.24,18.89,7.99,0.56,19.61,autumn,regional,0.31,Excellent
296.27,210.5,84.45,0.74,0.16,0.27,2.02,midday,saturday,0.2,0.32,0.37,34.28,23.01,0.55,19.27,summer,regional,0.42,Excellent
238.69,178.09,80.42,0.9,0.42,0.4,2.04,afternoon_peak,sunday,0.26,0.24,0.26,9.04,6.46,0.65,21.61,autumn,regional,0.48,Good
27.42,27.27,60.33,0.64,0.47,0.4,1.23,night,friday,0.5,0.37,0.2,4.92,15.96,0.66,10.43,autumn,suburban,0.48,Good
14.48,40.44,21.49,0.5,0.83,0.5,1.91,afternoon_peak,monday,0.71,0.52,0.3,5.6,7.35,0.51,16.5,autumn,urban,0.41,Moderate
199.61,129.75,92.3,0.91,0.35,0.17,0.15,evening,thursday,0.3,0.32,0.41,14.95,15.21,0.58,12.08,summer,regional,0.35,Excellent
51.53,91.4,33.83,0.69,0.6,0.52,2.42,early_morning,wednesday,0.59,0.43,0.25,6.68,-0.56,0.69,20.45,winter,suburban,0.5,Moderate
180.2,171.03,63.22,0.89,0.43,0.17,0.74,evening,monday,0.23,0.36,0.15,16.3,11.8,0.5,15.21,spring,regional,0.39,Excellent
268.5,195.06,82.59,0.63,0.36,0.48,3.02,early_morning,tuesday,0.31,0.35,0.22,23.95,9.42,0.7,30.5,autumn,regional,0.38,Excellent
50.69,59.35,51.25,0.71,0.55,0.34,2.89,midday,wednesday,0.65,0.37,0.34,2.22,15.45,0.58,15.63,spring,suburban,0.42,Moderate
61.02,53.4,68.56,0.83,0.5,0.16,4.16,midday,thursday,0.41,0.39,0.33,12.29,16.08,0.5,7.29,summer,regional,0.42,Good
122.28,125.46,58.48,0.84,0.43,0.48,4.12,evening,wednesday,0.3,0.5,0.19,18.35,11.76,0.62,21.63,autumn,regional,0.35,Good
32.45,36.99,52.64,0.67,0.69,0.4,4.34,morning_peak,saturday,0.67,0.46,0.23,7.9,6.92,0.61,26.92,autumn,suburban,0.64,Moderate
22.93,26.79,51.34,0.73,0.49,0.58,5.32,night,tuesday,0.55,0.39,0.25,1.0,13.3,0.74,14.45,autumn,suburban,0.38,Good
24.83,93.33,15.96,0.45,0.89,0.36,3.97,afternoon_peak,wednesday,0.8,0.56,0.32,8.57,12.09,0.65,20.55,spring,urban,0.46,Poor
32.38,33.76,57.56,0.43,0.64,0.08,1.95,morning_peak,thursday,0.6,0.4,0.39,7.6,13.86,0.39,17.4,summer,suburban,0.49,Good
31.59,71.18,26.63,0.43,0.64,0.27,2.26,midday,tuesday,0.86,0.4,0.29,8.75,14.14,0.58,4.0,summer,urban,0.44,Moderate
27.74,34.64,48.05,0.76,0.27,0.32,4.13,early_morning,sunday,0.39,0.4,0.24,1.77,7.79,0.6,15.92,spring,suburban,0.25,Good
46.31,53.54,51.89,0.75,0.6,0.04,0.0,afternoon_peak,saturday,0.4,0.39,0.22,4.17,15.27,0.41,18.07,spring,suburban,0.46,Good
168.64,149.58,67.65,0.93,0.3,0.57,3.75,evening,thursday,0.21,0.35,0.19,17.39,4.48,0.67,24.48,winter,regional,0.33,Good
78.11,118.56,39.53,0.53,0.63,0.8,9.83,midday,monday,0.57,0.49,0.28,12.52,0.22,0.77,20.82,winter,suburban,0.47,Moderate
283.8,196.0,86.88,0.64,0.38,0.57,6.36,night,tuesday,0.3,0.38,0.21,24.74,9.62,0.68,21.69,autumn,regional,0.42,Good
274.99,207.76,79.42,0.97,0.39,0.38,3.17,early_morning,thursday,0.35,0.36,0.27,39.1,9.86,0.67,20.64,spring,regional,0.43,Good
14.65,48.99,17.94,0.34,0.69,0.35,3.69,night,tuesday,0.98,0.48,0.29,6.68,4.76,0.65,12.64,spring,urban,0.37,Moderate
17.66,35.63,29.74,0.52,0.9,0.77,2.71,afternoon_peak,wednesday,1.0,0.61,0.32,6.47,-0.36,0.82,24.68,winter,urban,0.59,Poor
57.11,60.11,57.0,0.56,0.43,0.36,3.07,midday,monday,0.41,0.41,0.17,3.8,9.79,0.53,16.46,spring,suburban,0.35,Good
192.58,126.37,91.44,0.82,0.37,0.1,0.44,midday,tuesday,0.3,0.3,0.28,24.03,15.59,0.54,9.4,summer,regional,0.33,Excellent
48.04,48.3,59.68,0.64,0.58,0.36,3.36,evening,wednesday,0.4,0.43,0.19,16.94,11.36,0.56,18.14,spring,suburban,0.42,Moderate
287.27,204.64,84.23,0.62,0.37,0.14,0.54,night,wednesday,0.27,0.26,0.26,37.5,26.2,0.45,18.34,summer,regional,0.31,Excellent
20.53,43.52,28.3,0.28,0.64,0.44,6.51,night,tuesday,0.78,0.42,0.3,1.0,6.31,0.64,22.36,autumn,urban,0.53,Moderate
171.94,154.29,66.86,0.63,0.35,0.54,6.16,evening,saturday,0.36,0.35,0.35,17.19,5.32,0.68,29.01,winter,regional,0.41,Good
125.57,109.24,68.97,0.62,0.49,0.39,2.07,early_morning,monday,0.41,0.42,0.32,9.68,10.7,0.57,11.68,spring,regional,0.27,Good
22.94,66.79,20.61,0.31,0.58,0.45,4.44,early_morning,friday,0.79,0.46,0.18,5.91,10.92,0.62,16.61,autumn,urban,0.38,Moderate
285.61,294.16,58.26,0.75,0.56,0.46,4.76,morning_peak,wednesday,0.29,0.42,0.2,30.65,13.67,0.7,23.37,autumn,regional,0.64,Good
10.57,19.51,32.52,0.37,0.71,0.24,3.84,early_morning,tuesday,0.92,0.44,0.48,1.0,19.94,0.53,6.76,summer,urban,0.42,Moderate
20.21,68.08,17.81,0.31,0.59,0.53,5.23,evening,saturday,0.85,0.39,0.31,1.0,9.56,0.61,16.45,autumn,urban,0.37,Moderate
75.65,49.41,91.86,0.91,0.32,0.19,2.63,midday,wednesday,0.16,0.29,0.38,11.94,13.76,0.61,11.94,summer,regional,0.32,Excellent
55.77,68.42,48.9,0.49,0.62,0.28,1.86,morning_peak,saturday,0.6,0.4,0.16,9.4,14.14,0.58,29.96,spring,suburban,0.48,Moderate
21.52,45.31,28.49,0.57,0.91,0.69,3.1,afternoon_peak,friday,0.76,0.64,0.37,1.0,2.24,0.76,18.75,winter,urban,0.53,Poor
58.95,58.75,60.2,0.51,0.43,0.31,2.89,night,monday,0.45,0.42,0.24,4.7,16.1,0.53,20.38,spring,suburban,0.42,Good
119.84,98.24,73.19,0.76,0.49,0.36,4.2,morning_peak,saturday,0.36,0.43,0.19,16.33,14.06,0.61,20.94,spring,regional,0.4,Good
291.02,278.63,62.67,0.92,0.52,0.47,1.71,midday,wednesday,0.38,0.49,0.19,38.73,10.09,0.62,12.66,autumn,regional,0.45,Good
20.11,34.78,34.69,0.71,0.81,0.63,3.76,morning_peak,thursday,0.53,0.52,0.17,3.5,7.92,0.68,25.28,autumn,suburban,0.47,Poor
10.18,19.18,31.86,0.4,0.53,0.23,0.67,night,saturday,0.7,0.39,0.54,7.5,19.62,0.63,14.07,summer,urban,0.38,Good
103.98,104.15,59.9,0.83,0.46,0.45,3.23,night,wednesday,0.38,0.37,0.21,8.37,9.16,0.67,18.6,autumn,regional,0.46,Good
21.49,45.22,28.52,0.56,0.46,0.45,1.79,early_morning,saturday,0.71,0.39,0.31,1.0,8.82,0.54,17.34,autumn,urban,0.37,Moderate
22.89,87.26,15.74,0.5,0.75,0.27,0.51,early_morning,tuesday,0.86,0.43,0.42,10.13,16.64,0.53,15.18,summer,urban,0.4,Moderate
49.33,54.23,54.58,0.73,0.65,0.4,3.48,morning_peak,friday,0.55,0.51,0.27,9.05,6.0,0.64,22.38,spring,suburban,0.45,Good
170.33,170.6,59.9,0.76,0.47,0.25,2.08,midday,tuesday,0.32,0.42,0.23,21.12,12.08,0.45,15.78,spring,regional,0.4,Good
23.87,62.05,23.08,0.58,0.77,0.75,8.73,midday,monday,0.97,0.61,0.41,9.67,-0.79,0.71,26.12,winter,urban,0.44,Poor
20.68,28.62,43.35,0.46,0.57,0.56,6.9,midday,monday,0.49,0.46,0.27,4.56,5.19,0.78,32.6,winter,suburban,0.4,Moderate
15.35,36.18,25.45,0.33,0.98,0.41,4.17,morning_peak,tuesday,0.92,0.59,0.23,1.0,6.82,0.65,15.41,spring,urban,0.61,Poor
55.96,67.31,49.89,0.63,0.7,0.71,5.4,afternoon_peak,friday,0.29,0.62,0.24,6.54,-0.41,0.64,18.25,winter,regional,0.44,Poor
219.71,229.87,57.35,0.64,0.48,0.32,2.53,morning_peak,friday,0.16,0.44,0.22,30.14,2.04,0.56,23.93,spring,regional,0.39,Good
270.85,216.0,75.24,0.79,0.59,0.42,5.43,afternoon_peak,wednesday,0.23,0.39,0.27,17.63,3.29,0.69,20.57,autumn,regional,0.48,Good
37.36,58.38,38.4,0.68,0.88,0.32,1.52,afternoon_peak,tuesday,0.68,0.52,0.25,1.0,9.58,0.61,9.91,spring,suburban,0.46,Moderate
29.49,81.95,21.59,0.4,0.67,0.1,2.33,evening,tuesday,0.79,0.3,0.45,2.09,10.04,0.45,23.78,summer,urban,0.52,Moderate
91.17,64.05,85.41,0.86,0.45,0.39,2.65,night,monday,0.32,0.41,0.22,3.5,14.2,0.62,17.43,spring,regional,0.45,Good
29.23,29.89,58.67,0.56,0.57,0.36,3.58,morning_peak,monday,0.42,0.46,0.28,6.9,18.14,0.68,11.95,summer,suburban,0.4,Good
18.84,30.49,37.08,0.6,0.73,0.6,7.19,morning_peak,friday,0.64,0.6,0.27,3.51,8.8,0.69,32.78,autumn,suburban,0.49,Moderate
131.37,86.41,91.22,0.86,0.45,0.04,0.0,midday,thursday,0.23,0.37,0.29,6.14,20.22,0.43,15.86,summer,regional,0.38,Excellent
66.19,61.7,64.37,0.79,0.57,0.25,3.54,afternoon_peak,friday,0.15,0.25,0.33,13.85,22.51,0.56,16.99,summer,regional,0.32,Good
238.04,157.98,90.41,0.97,0.48,0.23,1.42,morning_peak,sunday,0.19,0.32,0.31,21.79,20.86,0.57,11.84,summer,regional,0.46,Excellent
10.51,35.38,17.82,0.56,0.48,0.5,3.97,early_morning,saturday,0.8,0.42,0.28,4.4,7.74,0.66,10.44,autumn,urban,0.28,Moderate
10.79,20.54,31.51,0.38,0.79,0.27,1.94,night,thursday,0.98,0.55,0.42,8.37,27.47,0.58,14.4,summer,urban,0.54,Moderate
134.63,93.95,85.98,0.78,0.54,0.17,0.71,night,tuesday,0.32,0.41,0.42,13.25,12.06,0.48,11.96,summer,regional,0.43,Good
239.73,191.17,75.24,0.83,0.41,0.51,1.84,morning_peak,sunday,0.28,0.36,0.27,23.64,10.44,0.73,13.89,autumn,regional,0.47,Good
94.91,100.7,56.55,0.78,0.48,0.53,1.44,night,tuesday,0.19,0.41,0.22,8.47,14.52,0.69,23.42,autumn,regional,0.31,Good
118.56,90.35,78.73,0.76,0.4,0.15,0.0,evening,thursday,0.24,0.31,0.38,11.7,17.04,0.53,8.33,summer,regional,0.4,Excellent
59.32,58.9,60.42,0.71,0.42,0.58,3.15,night,friday,0.23,0.35,0.22,12.47,-1.85,0.63,20.96,winter,regional,0.32,Good
19.73,36.11,32.78,0.5,0.77,0.49,4.77,morning_peak,tuesday,0.59,0.54,0.33,5.82,10.28,0.62,23.89,autumn,suburban,0.41,Moderate
26.53,39.37,40.44,0.47,0.67,0.55,7.39,afternoon_peak,saturday,0.64,0.57,0.29,3.07,1.36,0.64,19.74,winter,suburban,0.63,Poor
31.9,75.33,25.4,0.49,0.83,0.28,4.37,afternoon_peak,friday,0.71,0.49,0.24,3.21,3.56,0.58,18.59,spring,urban,0.63,Moderate
15.67,18.29,51.42,0.66,0.44,0.5,3.07,midday,monday,0.43,0.44,0.22,8.56,13.06,0.63,16.4,autumn,suburban,0.29,Good
28.34,65.13,26.11,0.27,0.66,0.32,1.32,evening,thursday,0.83,0.44,0.37,12.3,10.76,0.61,12.69,spring,urban,0.5,Moderate
188.41,145.2,77.86,0.97,0.54,0.17,0.9,early_morning,thursday,0.32,0.29,0.32,14.71,16.62,0.44,16.31,summer,regional,0.48,Excellent
186.62,161.27,69.43,0.8,0.58,0.13,2.23,afternoon_peak,tuesday,0.12,0.31,0.25,21.19,18.12,0.61,20.78,summer,regional,0.56,Good
220.34,188.85,70.0,0.77,0.3,0.66,3.78,evening,thursday,0.2,0.44,0.13,19.99,-0.81,0.63,22.51,winter,regional,0.35,Excellent
19.14,21.85,52.55,0.62,0.37,0.61,7.65,midday,saturday,0.46,0.4,0.24,2.1,-1.32,0.85,25.15,winter,suburban,0.34,Moderate
29.8,65.83,27.16,0.27,0.73,0.67,6.68,midday,wednesday,0.74,0.63,0.3,14.49,5.12,0.73,16.68,winter,urban,0.5,Poor
77.0,118.35,39.04,0.47,0.4,0.57,4.42,evening,monday,0.42,0.51,0.27,7.29,5.31,0.67,22.97,winter,suburban,0.35,Good
43.12,55.39,46.71,0.58,0.6,0.5,6.25,afternoon_peak,saturday,0.45,0.38,0.36,3.28,4.35,0.68,19.55,autumn,suburban,0.41,Moderate
16.46,42.93,23.01,0.47,0.73,0.61,2.24,midday,wednesday,0.87,0.46,0.39,6.82,4.52,0.68,12.35,winter,urban,0.46,Poor
43.92,46.17,57.08,0.74,0.6,0.73,7.56,midday,wednesday,0.68,0.54,0.14,9.68,-0.11,0.69,26.84,winter,suburban,0.49,Moderate
235.4,192.94,73.2,0.71,0.62,0.38,2.52,afternoon_peak,thursday,0.32,0.46,0.18,26.08,6.46,0.66,14.56,spring,regional,0.59,Good
16.57,32.75,30.35,0.52,0.63,0.41,4.58,evening,saturday,0.88,0.53,0.31,15.37,12.08,0.65,16.1,spring,urban,0.45,Very Poor
53.09,57.85,55.06,0.54,0.53,0.43,4.01,evening,thursday,0.46,0.5,0.35,16.86,8.57,0.68,17.96,spring,suburban,0.38,Good
23.99,62.33,23.1,0.31,0.89,0.15,1.9,morning_peak,sunday,0.87,0.55,0.41,8.19,27.71,0.54,18.81,summer,urban,0.48,Moderate
120.72,82.77,87.51,0.75,0.41,0.6,7.22,midday,tuesday,0.24,0.43,0.21,12.65,12.11,0.68,14.4,autumn,regional,0.36,Good
26.82,30.68,52.44,0.6,0.63,0.4,3.82,night,thursday,0.6,0.39,0.28,9.04,7.82,0.67,22.97,spring,suburban,0.48,Moderate
84.55,89.29,56.82,0.76,0.63,0.67,6.26,midday,friday,0.62,0.47,0.23,4.68,-0.02,0.74,24.71,winter,suburban,0.41,Moderate
26.04,52.98,29.48,0.33,0.71,0.14,0.62,early_morning,thursday,0.73,0.4,0.48,5.45,18.99,0.53,12.31,summer,urban,0.34,Moderate
70.95,99.88,42.63,0.48,0.6,0.16,0.71,evening,wednesday,0.63,0.4,0.43,6.59,10.05,0.49,16.91,summer,suburban,0.33,Moderate
28.5,102.97,16.61,0.29,0.8,0.61,3.5,morning_peak,tuesday,0.69,0.74,0.28,8.86,-3.5,0.75,19.4,winter,urban,0.48,Poor
54.06,56.95,56.95,0.57,0.58,0.17,2.85,night,monday,0.57,0.36,0.36,3.09,14.72,0.57,14.14,summer,suburban,0.42,Good
47.59,53.3,53.57,0.58,0.61,0.37,1.51,evening,thursday,0.7,0.54,0.32,1.0,7.31,0.66,27.6,spring,suburban,0.42,Moderate
14.6,17.33,50.56,0.69,0.69,0.53,5.04,morning_peak,sunday,0.65,0.55,0.13,5.63,4.57,0.7,27.6,autumn,suburban,0.53,Moderate
4.16,8.95,27.88,0.26,0.92,0.59,5.6,afternoon_peak,tuesday,0.93,0.51,0.35,11.77,4.68,0.66,24.22,winter,urban,0.53,Poor
109.59,84.21,78.08,0.72,0.37,0.26,3.29,evening,friday,0.36,0.31,0.24,11.71,13.95,0.63,13.76,spring,regional,0.32,Excellent
33.43,48.42,41.43,0.73,0.59,0.35,3.01,afternoon_peak,tuesday,0.48,0.4,0.21,10.16,8.9,0.59,25.71,spring,suburban,0.52,Good
188.24,138.99,81.26,0.63,0.43,0.24,1.25,morning_peak,thursday,0.25,0.25,0.31,20.39,20.0,0.52,15.27,summer,regional,0.5,Good
66.03,46.8,84.65,0.93,0.46,0.59,6.66,midday,friday,0.4,0.45,0.21,5.45,-3.46,0.79,26.43,winter,regional,0.42,Good
10.86,21.76,29.95,0.29,0.97,0.14,1.54,morning_peak,wednesday,1.0,0.54,0.47,3.66,9.22,0.57,12.98,summer,urban,0.56,Moderate
188.31,150.98,74.83,0.67,0.44,0.15,1.16,midday,monday,0.28,0.36,0.23,19.9,2.0,0.5,19.08,spring,regional,0.47,Poor
26.87,87.26,18.48,0.42,0.73,0.65,3.9,early_morning,thursday,0.81,0.52,0.3,8.11,5.79,0.76,26.32,winter,urban,0.47,Poor
141.84,121.96,69.78,0.82,0.62,0.28,1.73,morning_peak,friday,0.28,0.37,0.26,17.56,10.92,0.63,20.81,spring,regional,0.48,Good
